Model,Treatment,Tumor_id,Timepoint,Response
C3H-SCID,Vehicle,#1794003823,-15,10.5
C3H-SCID,Vehicle,#1794003823,-8,10.5
C3H-SCID,Vehicle,#1794003823,-6,10.5
C3H-SCID,Vehicle,#1794003823,-4,10.5
C3H-SCID,Vehicle,#1794003823,-1,24.0
C3H-SCID,Vehicle,#1794003823,1,36.0
C3H-SCID,Vehicle,#1794003823,3,36.0
C3H-SCID,Vehicle,#1794003823,6,40.5
C3H-SCID,Vehicle,#1794003823,8,40.5
C3H-SCID,Vehicle,#1794003823,10,55.0
C3H-SCID,Vehicle,#1794003823,13,89.375
C3H-SCID,Vehicle,#1794003823,15,126.0
C3H-SCID,Vehicle,#1794003823,17,126.0
C3H-SCID,Vehicle,#1794003823,20,126.0
C3H-SCID,Vehicle,#1794003823,22,146.25
C3H-SCID,Vehicle,#1794003823,24,170.625
C3H-SCID,Vehicle,#1794003823,27,196.875
C3H-SCID,Vehicle,#1794003823,29,236.25
C3H-SCID,Vehicle,#1794003823,31,285.0
C3H-SCID,Vehicle,#1794003823,34,315.0
C3H-SCID,Vehicle,#1794003823,36,354.375
C3H-SCID,Vehicle,#1794003823,38,440.0
C3H-SCID,Vehicle,#1794003823,41,572.0
C3H-SCID,Vehicle,#4852754148,-29,0.0
C3H-SCID,Vehicle,#4852754148,-27,0.0
C3H-SCID,Vehicle,#4852754148,-25,0.0
C3H-SCID,Vehicle,#4852754148,-22,0.0
C3H-SCID,Vehicle,#4852754148,-20,0.0
C3H-SCID,Vehicle,#4852754148,-18,9.0
C3H-SCID,Vehicle,#4852754148,-15,15.75
C3H-SCID,Vehicle,#4852754148,-8,36.0
C3H-SCID,Vehicle,#4852754148,-6,45.0
C3H-SCID,Vehicle,#4852754148,-4,45.0
C3H-SCID,Vehicle,#4852754148,-1,55.0
C3H-SCID,Vehicle,#4852754148,1,55.0
C3H-SCID,Vehicle,#4852754148,3,68.75
C3H-SCID,Vehicle,#4852754148,6,68.75
C3H-SCID,Vehicle,#4852754148,8,82.5
C3H-SCID,Vehicle,#4852754148,10,117.0
C3H-SCID,Vehicle,#4852754148,13,144.0
C3H-SCID,Vehicle,#4852754148,15,193.375
C3H-SCID,Vehicle,#4852754148,17,221.0
C3H-SCID,Vehicle,#4852754148,20,221.0
C3H-SCID,Vehicle,#4852754148,22,266.0
C3H-SCID,Vehicle,#4852754148,24,367.5
C3H-SCID,Vehicle,#4852754148,27,420.0
C3H-SCID,Vehicle,#4852754148,29,440.0
C3H-SCID,Vehicle,#4852754148,31,440.0
C3H-SCID,Vehicle,#4852754148,34,528.0
C3H-SCID,Vehicle,#4852754148,36,654.5
C3H-SCID,Vehicle,#4852754148,38,843.75
C3H-SCID,Vehicle,#4852754148,41,956.25
C3H-SCID,XL184,#143242457,-29,0.0
C3H-SCID,XL184,#143242457,-27,0.0
C3H-SCID,XL184,#143242457,-25,0.0
C3H-SCID,XL184,#143242457,-22,0.0
C3H-SCID,XL184,#143242457,-20,0.0
C3H-SCID,XL184,#143242457,-18,0.0
C3H-SCID,XL184,#143242457,-15,9.0
C3H-SCID,XL184,#143242457,-8,9.0
C3H-SCID,XL184,#143242457,-6,18.375
C3H-SCID,XL184,#143242457,-4,18.375
C3H-SCID,XL184,#143242457,-1,36.0
C3H-SCID,XL184,#143242457,1,36.0
C3H-SCID,XL184,#143242457,3,45.0
C3H-SCID,XL184,#143242457,6,50.0
C3H-SCID,XL184,#143242457,8,50.0
C3H-SCID,XL184,#143242457,10,89.375
C3H-SCID,XL184,#143242457,13,97.5
C3H-SCID,XL184,#143242457,15,97.5
C3H-SCID,XL184,#143242457,17,117.0
C3H-SCID,XL184,#143242457,20,117.0
C3H-SCID,XL184,#143242457,22,117.0
C3H-SCID,XL184,#143242457,24,107.25
C3H-SCID,XL184,#143242457,27,115.5
C3H-SCID,XL184,#143242457,29,75.0
C3H-SCID,XL184,#143242457,31,75.0
C3H-SCID,XL184,#143242457,34,81.25
C3H-SCID,XL184,#143242457,36,75.0
C3H-SCID,XL184,#143242457,38,61.875
C3H-SCID,XL184,#143242457,41,89.375
C3H-SCID,XL184,#50,-29,0.0
C3H-SCID,XL184,#50,-27,0.0
C3H-SCID,XL184,#50,-25,0.0
C3H-SCID,XL184,#50,-22,0.0
C3H-SCID,XL184,#50,-20,0.0
C3H-SCID,XL184,#50,-18,0.0
C3H-SCID,XL184,#50,-15,0.0
C3H-SCID,XL184,#50,-8,0.0
C3H-SCID,XL184,#50,-6,0.0
C3H-SCID,XL184,#50,-4,9.0
C3H-SCID,XL184,#50,-1,15.75
C3H-SCID,XL184,#50,1,15.75
C3H-SCID,XL184,#50,3,21.0
C3H-SCID,XL184,#50,6,36.0
C3H-SCID,XL184,#50,8,36.0
C3H-SCID,XL184,#50,10,45.0
C3H-SCID,XL184,#50,13,60.0
C3H-SCID,XL184,#50,15,60.0
C3H-SCID,XL184,#50,17,60.0
C3H-SCID,XL184,#50,20,60.0
C3H-SCID,XL184,#50,22,75.0
C3H-SCID,XL184,#50,24,75.0
C3H-SCID,XL184,#50,27,89.375
C3H-SCID,XL184,#50,29,82.5
C3H-SCID,XL184,#50,31,82.5
C3H-SCID,XL184,#50,34,89.375
C3H-SCID,XL184,#50,36,81.25
C3H-SCID,XL184,#50,38,81.25
C3H-SCID,XL184,#50,41,107.25
HGF-SCID,Actemra,#44,-27,0.0
HGF-SCID,Actemra,#44,-25,0.0
HGF-SCID,Actemra,#44,-23,0.0
HGF-SCID,Actemra,#44,-20,9.0
HGF-SCID,Actemra,#44,-18,9.0
HGF-SCID,Actemra,#44,-16,18.375
HGF-SCID,Actemra,#44,-13,21.0
HGF-SCID,Actemra,#44,-6,36.0
HGF-SCID,Actemra,#44,-4,36.0
HGF-SCID,Actemra,#44,-2,56.25
HGF-SCID,Actemra,#44,1,75.0
HGF-SCID,Actemra,#44,3,81.25
HGF-SCID,Actemra,#44,5,115.5
HGF-SCID,Actemra,#44,8,115.5
HGF-SCID,Actemra,#44,10,126.0
HGF-SCID,Actemra,#44,12,135.0
HGF-SCID,Actemra,#44,15,153.0
HGF-SCID,Actemra,#44,17,189.0
HGF-SCID,Actemra,#44,19,234.0
HGF-SCID,Actemra,#44,22,234.0
HGF-SCID,Actemra,#44,24,221.0
HGF-SCID,Actemra,#44,26,221.0
HGF-SCID,Actemra,#44,29,320.625
HGF-SCID,Actemra,#44,31,375.0
HGF-SCID,Actemra,#44,33,375.0
HGF-SCID,Actemra,#44,36,453.75
HGF-SCID,Actemra,#44,38,598.0
HGF-SCID,Actemra,#44,40,598.0
HGF-SCID,Actemra,#44,43,690.625
C3H-SCID,XL184+Actemra,#756407721,-29,0.0
C3H-SCID,XL184+Actemra,#756407721,-27,0.0
C3H-SCID,XL184+Actemra,#756407721,-25,0.0
C3H-SCID,XL184+Actemra,#756407721,-22,0.0
C3H-SCID,XL184+Actemra,#756407721,-20,0.0
C3H-SCID,XL184+Actemra,#756407721,-18,0.0
C3H-SCID,XL184+Actemra,#756407721,-15,9.0
C3H-SCID,XL184+Actemra,#756407721,-8,15.75
C3H-SCID,XL184+Actemra,#756407721,-6,15.75
C3H-SCID,XL184+Actemra,#756407721,-4,21.0
C3H-SCID,XL184+Actemra,#756407721,-1,32.0
C3H-SCID,XL184+Actemra,#756407721,1,40.5
C3H-SCID,XL184+Actemra,#756407721,3,68.75
C3H-SCID,XL184+Actemra,#756407721,6,81.25
C3H-SCID,XL184+Actemra,#756407721,8,81.25
C3H-SCID,XL184+Actemra,#756407721,10,103.125
C3H-SCID,XL184+Actemra,#756407721,13,103.125
C3H-SCID,XL184+Actemra,#756407721,15,103.125
C3H-SCID,XL184+Actemra,#756407721,17,120.0
C3H-SCID,XL184+Actemra,#756407721,20,144.0
C3H-SCID,XL184+Actemra,#756407721,22,144.0
C3H-SCID,XL184+Actemra,#756407721,24,135.0
C3H-SCID,XL184+Actemra,#756407721,27,146.25
C3H-SCID,XL184+Actemra,#756407721,29,107.25
C3H-SCID,XL184+Actemra,#756407721,31,107.25
C3H-SCID,XL184+Actemra,#756407721,34,135.0
C3H-SCID,XL184+Actemra,#756407721,36,135.0
C3H-SCID,XL184+Actemra,#756407721,38,135.0
C3H-SCID,XL184+Actemra,#756407721,41,182.0
C3H-SCID,Actemra,#85967437,-29,0.0
C3H-SCID,Actemra,#85967437,-27,0.0
C3H-SCID,Actemra,#85967437,-25,0.0
C3H-SCID,Actemra,#85967437,-22,0.0
C3H-SCID,Actemra,#85967437,-20,0.0
C3H-SCID,Actemra,#85967437,-18,0.0
C3H-SCID,Actemra,#85967437,-15,0.0
C3H-SCID,Actemra,#85967437,-8,0.0
C3H-SCID,Actemra,#85967437,-6,15.75
C3H-SCID,Actemra,#85967437,-4,15.75
C3H-SCID,Actemra,#85967437,-1,15.75
C3H-SCID,Actemra,#85967437,1,15.75
C3H-SCID,Actemra,#85967437,3,15.75
C3H-SCID,Actemra,#85967437,6,36.0
C3H-SCID,Actemra,#85967437,8,36.0
C3H-SCID,Actemra,#85967437,10,49.5
C3H-SCID,Actemra,#85967437,13,49.5
C3H-SCID,Actemra,#85967437,15,49.5
C3H-SCID,Actemra,#85967437,17,75.0
C3H-SCID,Actemra,#85967437,20,112.5
C3H-SCID,Actemra,#85967437,22,146.25
C3H-SCID,Actemra,#85967437,24,146.25
C3H-SCID,Actemra,#85967437,27,156.0
C3H-SCID,Actemra,#85967437,29,156.0
C3H-SCID,Actemra,#85967437,31,156.0
C3H-SCID,Actemra,#85967437,34,208.25
C3H-SCID,Actemra,#85967437,36,238.0
C3H-SCID,Actemra,#85967437,38,252.0
C3H-SCID,Actemra,#85967437,41,315.0
C3H-SCID,Actemra,#336407810,-29,0.0
C3H-SCID,Actemra,#336407810,-27,0.0
C3H-SCID,Actemra,#336407810,-25,0.0
C3H-SCID,Actemra,#336407810,-22,0.0
C3H-SCID,Actemra,#336407810,-20,9.0
C3H-SCID,Actemra,#336407810,-18,12.25
C3H-SCID,Actemra,#336407810,-15,24.0
C3H-SCID,Actemra,#336407810,-8,36.0
C3H-SCID,Actemra,#336407810,-6,40.5
C3H-SCID,Actemra,#336407810,-4,49.5
C3H-SCID,Actemra,#336407810,-1,61.875
C3H-SCID,Actemra,#336407810,1,75.0
C3H-SCID,Actemra,#336407810,3,75.0
C3H-SCID,Actemra,#336407810,6,96.25
C3H-SCID,Actemra,#336407810,8,123.75
C3H-SCID,Actemra,#336407810,10,135.0
C3H-SCID,Actemra,#336407810,13,135.0
C3H-SCID,Actemra,#336407810,15,157.5
C3H-SCID,Actemra,#336407810,17,157.5
C3H-SCID,Actemra,#336407810,20,208.0
C3H-SCID,Actemra,#336407810,22,208.0
C3H-SCID,Actemra,#336407810,24,208.0
C3H-SCID,Actemra,#336407810,27,238.0
C3H-SCID,Actemra,#336407810,29,238.0
C3H-SCID,Actemra,#336407810,31,306.0
C3H-SCID,Actemra,#336407810,34,444.125
C3H-SCID,Actemra,#336407810,36,567.0
C3H-SCID,Actemra,#336407810,38,567.0
C3H-SCID,Actemra,#336407810,41,1134.0
HGF-SCID,XL184,#20,-27,0.0
HGF-SCID,XL184,#20,-25,0.0
HGF-SCID,XL184,#20,-23,0.0
HGF-SCID,XL184,#20,-20,9.0
HGF-SCID,XL184,#20,-18,9.0
HGF-SCID,XL184,#20,-16,10.5
HGF-SCID,XL184,#20,-13,18.375
HGF-SCID,XL184,#20,-6,24.0
HGF-SCID,XL184,#20,-4,40.5
HGF-SCID,XL184,#20,-2,40.5
HGF-SCID,XL184,#20,1,45.0
HGF-SCID,XL184,#20,3,54.0
HGF-SCID,XL184,#20,5,67.5
HGF-SCID,XL184,#20,8,81.25
HGF-SCID,XL184,#20,10,93.75
HGF-SCID,XL184,#20,12,110.0
HGF-SCID,XL184,#20,15,123.75
HGF-SCID,XL184,#20,17,123.75
HGF-SCID,XL184,#20,19,116.875
HGF-SCID,XL184,#20,22,112.5
HGF-SCID,XL184,#20,24,112.5
HGF-SCID,XL184,#20,26,106.25
HGF-SCID,XL184,#20,29,140.25
HGF-SCID,XL184,#20,31,106.25
HGF-SCID,XL184,#20,33,93.75
HGF-SCID,XL184,#20,36,110.0
HGF-SCID,XL184,#20,38,100.0
HGF-SCID,XL184,#20,40,100.0
HGF-SCID,XL184,#20,43,100.0
C3H-SCID,Actemra,#212569959,-29,0.0
C3H-SCID,Actemra,#212569959,-27,0.0
C3H-SCID,Actemra,#212569959,-25,0.0
C3H-SCID,Actemra,#212569959,-22,9.0
C3H-SCID,Actemra,#212569959,-20,9.0
C3H-SCID,Actemra,#212569959,-18,10.5
C3H-SCID,Actemra,#212569959,-15,18.375
C3H-SCID,Actemra,#212569959,-8,36.0
C3H-SCID,Actemra,#212569959,-6,45.0
C3H-SCID,Actemra,#212569959,-4,45.0
C3H-SCID,Actemra,#212569959,-1,45.0
C3H-SCID,Actemra,#212569959,1,62.5
C3H-SCID,Actemra,#212569959,3,62.5
C3H-SCID,Actemra,#212569959,6,89.375
C3H-SCID,Actemra,#212569959,8,89.375
C3H-SCID,Actemra,#212569959,10,97.5
C3H-SCID,Actemra,#212569959,13,153.0
C3H-SCID,Actemra,#212569959,15,180.0
C3H-SCID,Actemra,#212569959,17,189.0
C3H-SCID,Actemra,#212569959,20,214.5
C3H-SCID,Actemra,#212569959,22,281.75
C3H-SCID,Actemra,#212569959,24,315.0
C3H-SCID,Actemra,#212569959,27,384.0
C3H-SCID,Actemra,#212569959,29,459.0
C3H-SCID,Actemra,#212569959,31,552.5
C3H-SCID,Actemra,#212569959,34,607.5
C3H-SCID,Actemra,#212569959,36,770.0
C3H-SCID,Actemra,#212569959,38,825.0
C3H-SCID,Actemra,#212569959,41,900.0
HGF-SCID,Actemra,#35,-27,0.0
HGF-SCID,Actemra,#35,-25,0.0
HGF-SCID,Actemra,#35,-23,0.0
HGF-SCID,Actemra,#35,-20,0.0
HGF-SCID,Actemra,#35,-18,9.0
HGF-SCID,Actemra,#35,-16,9.0
HGF-SCID,Actemra,#35,-13,10.5
HGF-SCID,Actemra,#35,-6,21.0
HGF-SCID,Actemra,#35,-4,32.0
HGF-SCID,Actemra,#35,-2,40.5
HGF-SCID,Actemra,#35,1,62.5
HGF-SCID,Actemra,#35,3,62.5
HGF-SCID,Actemra,#35,5,68.75
HGF-SCID,Actemra,#35,8,75.625
HGF-SCID,Actemra,#35,10,75.625
HGF-SCID,Actemra,#35,12,82.5
HGF-SCID,Actemra,#35,15,99.0
HGF-SCID,Actemra,#35,17,99.0
HGF-SCID,Actemra,#35,19,108.0
HGF-SCID,Actemra,#35,22,117.0
HGF-SCID,Actemra,#35,24,182.0
HGF-SCID,Actemra,#35,26,182.0
HGF-SCID,Actemra,#35,29,195.0
HGF-SCID,Actemra,#35,31,236.25
HGF-SCID,Actemra,#35,33,318.75
HGF-SCID,Actemra,#35,36,337.5
HGF-SCID,Actemra,#35,38,371.25
HGF-SCID,Actemra,#35,40,486.0
HGF-SCID,Actemra,#35,43,555.75
HGF-SCID,XL184+Actemra,#47,-27,0.0
HGF-SCID,XL184+Actemra,#47,-25,0.0
HGF-SCID,XL184+Actemra,#47,-23,0.0
HGF-SCID,XL184+Actemra,#47,-20,9.0
HGF-SCID,XL184+Actemra,#47,-18,10.5
HGF-SCID,XL184+Actemra,#47,-16,15.75
HGF-SCID,XL184+Actemra,#47,-13,28.0
HGF-SCID,XL184+Actemra,#47,-6,32.0
HGF-SCID,XL184+Actemra,#47,-4,50.625
HGF-SCID,XL184+Actemra,#47,-2,50.625
HGF-SCID,XL184+Actemra,#47,1,107.25
HGF-SCID,XL184+Actemra,#47,3,107.25
HGF-SCID,XL184+Actemra,#47,5,125.125
HGF-SCID,XL184+Actemra,#47,8,159.25
HGF-SCID,XL184+Actemra,#47,10,159.25
HGF-SCID,XL184+Actemra,#47,12,159.25
HGF-SCID,XL184+Actemra,#47,15,182.0
HGF-SCID,XL184+Actemra,#47,17,182.0
HGF-SCID,XL184+Actemra,#47,19,156.0
HGF-SCID,XL184+Actemra,#47,22,169.0
HGF-SCID,XL184+Actemra,#47,24,90.75
HGF-SCID,XL184+Actemra,#47,26,90.75
HGF-SCID,XL184+Actemra,#47,29,117.0
HGF-SCID,XL184+Actemra,#47,31,99.0
HGF-SCID,XL184+Actemra,#47,33,90.75
HGF-SCID,XL184+Actemra,#47,36,125.125
HGF-SCID,XL184+Actemra,#47,38,105.0
HGF-SCID,XL184+Actemra,#47,40,82.5
HGF-SCID,XL184+Actemra,#47,43,82.5
C3H-SCID,XL184,#1016098487,-29,0.0
C3H-SCID,XL184,#1016098487,-27,0.0
C3H-SCID,XL184,#1016098487,-25,0.0
C3H-SCID,XL184,#1016098487,-22,0.0
C3H-SCID,XL184,#1016098487,-20,0.0
C3H-SCID,XL184,#1016098487,-18,0.0
C3H-SCID,XL184,#1016098487,-15,10.5
C3H-SCID,XL184,#1016098487,-8,21.0
C3H-SCID,XL184,#1016098487,-6,40.5
C3H-SCID,XL184,#1016098487,-4,56.25
C3H-SCID,XL184,#1016098487,-1,68.75
C3H-SCID,XL184,#1016098487,1,68.75
C3H-SCID,XL184,#1016098487,3,68.75
C3H-SCID,XL184,#1016098487,6,82.5
C3H-SCID,XL184,#1016098487,8,82.5
C3H-SCID,XL184,#1016098487,10,99.0
C3H-SCID,XL184,#1016098487,13,115.5
C3H-SCID,XL184,#1016098487,15,115.5
C3H-SCID,XL184,#1016098487,17,115.5
C3H-SCID,XL184,#1016098487,20,147.875
C3H-SCID,XL184,#1016098487,22,195.0
C3H-SCID,XL184,#1016098487,24,180.0
C3H-SCID,XL184,#1016098487,27,216.0
C3H-SCID,XL184,#1016098487,29,140.0
C3H-SCID,XL184,#1016098487,31,154.0
C3H-SCID,XL184,#1016098487,34,178.5
C3H-SCID,XL184,#1016098487,36,168.0
C3H-SCID,XL184,#1016098487,38,123.75
C3H-SCID,XL184,#1016098487,41,135.0
HGF-SCID,Actemra,#12,-27,0.0
HGF-SCID,Actemra,#12,-25,0.0
HGF-SCID,Actemra,#12,-23,0.0
HGF-SCID,Actemra,#12,-20,0.0
HGF-SCID,Actemra,#12,-18,9.0
HGF-SCID,Actemra,#12,-16,10.5
HGF-SCID,Actemra,#12,-13,24.0
HGF-SCID,Actemra,#12,-6,45.0
HGF-SCID,Actemra,#12,-4,45.0
HGF-SCID,Actemra,#12,-2,62.5
HGF-SCID,Actemra,#12,1,68.75
HGF-SCID,Actemra,#12,3,68.75
HGF-SCID,Actemra,#12,5,82.5
HGF-SCID,Actemra,#12,8,90.0
HGF-SCID,Actemra,#12,10,117.0
HGF-SCID,Actemra,#12,12,117.0
HGF-SCID,Actemra,#12,15,159.25
HGF-SCID,Actemra,#12,17,170.625
HGF-SCID,Actemra,#12,19,210.0
HGF-SCID,Actemra,#12,22,238.0
HGF-SCID,Actemra,#12,24,252.0
HGF-SCID,Actemra,#12,26,252.0
HGF-SCID,Actemra,#12,29,320.625
HGF-SCID,Actemra,#12,31,356.25
HGF-SCID,Actemra,#12,33,400.0
HGF-SCID,Actemra,#12,36,440.0
HGF-SCID,Actemra,#12,38,552.0
HGF-SCID,Actemra,#12,40,690.625
HGF-SCID,Actemra,#12,43,787.5
C3H-SCID,XL184+Actemra,#3342529585,-29,0.0
C3H-SCID,XL184+Actemra,#3342529585,-27,0.0
C3H-SCID,XL184+Actemra,#3342529585,-25,0.0
C3H-SCID,XL184+Actemra,#3342529585,-22,0.0
C3H-SCID,XL184+Actemra,#3342529585,-20,0.0
C3H-SCID,XL184+Actemra,#3342529585,-18,0.0
C3H-SCID,XL184+Actemra,#3342529585,-15,9.0
C3H-SCID,XL184+Actemra,#3342529585,-8,15.75
C3H-SCID,XL184+Actemra,#3342529585,-6,36.0
C3H-SCID,XL184+Actemra,#3342529585,-4,36.0
C3H-SCID,XL184+Actemra,#3342529585,-1,36.0
C3H-SCID,XL184+Actemra,#3342529585,1,40.0
C3H-SCID,XL184+Actemra,#3342529585,3,55.0
C3H-SCID,XL184+Actemra,#3342529585,6,75.0
C3H-SCID,XL184+Actemra,#3342529585,8,97.5
C3H-SCID,XL184+Actemra,#3342529585,10,105.0
C3H-SCID,XL184+Actemra,#3342529585,13,112.5
C3H-SCID,XL184+Actemra,#3342529585,15,162.0
C3H-SCID,XL184+Actemra,#3342529585,17,162.0
C3H-SCID,XL184+Actemra,#3342529585,20,162.0
C3H-SCID,XL184+Actemra,#3342529585,22,175.5
C3H-SCID,XL184+Actemra,#3342529585,24,165.75
C3H-SCID,XL184+Actemra,#3342529585,27,182.0
C3H-SCID,XL184+Actemra,#3342529585,29,135.0
C3H-SCID,XL184+Actemra,#3342529585,31,182.0
C3H-SCID,XL184+Actemra,#3342529585,34,224.0
C3H-SCID,XL184+Actemra,#3342529585,36,220.5
C3H-SCID,XL184+Actemra,#3342529585,38,146.25
C3H-SCID,XL184+Actemra,#3342529585,41,208.25
C3H-SCID,Actemra,#4413261956,-29,0.0
C3H-SCID,Actemra,#4413261956,-27,0.0
C3H-SCID,Actemra,#4413261956,-25,0.0
C3H-SCID,Actemra,#4413261956,-22,0.0
C3H-SCID,Actemra,#4413261956,-20,0.0
C3H-SCID,Actemra,#4413261956,-18,9.0
C3H-SCID,Actemra,#4413261956,-15,10.5
C3H-SCID,Actemra,#4413261956,-8,12.25
C3H-SCID,Actemra,#4413261956,-6,30.375
C3H-SCID,Actemra,#4413261956,-4,40.5
C3H-SCID,Actemra,#4413261956,-1,40.5
C3H-SCID,Actemra,#4413261956,1,40.5
C3H-SCID,Actemra,#4413261956,3,40.5
C3H-SCID,Actemra,#4413261956,6,40.5
C3H-SCID,Actemra,#4413261956,8,40.5
C3H-SCID,Actemra,#4413261956,10,56.25
C3H-SCID,Actemra,#4413261956,13,75.625
C3H-SCID,Actemra,#4413261956,15,75.625
C3H-SCID,Actemra,#4413261956,17,75.625
C3H-SCID,Actemra,#4413261956,20,82.5
C3H-SCID,Actemra,#4413261956,22,82.5
C3H-SCID,Actemra,#4413261956,24,82.5
C3H-SCID,Actemra,#4413261956,27,115.5
C3H-SCID,Actemra,#4413261956,29,115.5
C3H-SCID,Actemra,#4413261956,31,182.0
C3H-SCID,Actemra,#4413261956,34,234.0
C3H-SCID,Actemra,#4413261956,36,234.0
C3H-SCID,Actemra,#4413261956,38,299.25
C3H-SCID,Actemra,#4413261956,41,400.0
HGF-SCID,XL184+Actemra,#37,-27,0.0
HGF-SCID,XL184+Actemra,#37,-25,0.0
HGF-SCID,XL184+Actemra,#37,-23,0.0
HGF-SCID,XL184+Actemra,#37,-20,0.0
HGF-SCID,XL184+Actemra,#37,-18,0.0
HGF-SCID,XL184+Actemra,#37,-16,0.0
HGF-SCID,XL184+Actemra,#37,-13,0.0
HGF-SCID,XL184+Actemra,#37,-6,0.0
HGF-SCID,XL184+Actemra,#37,-4,0.0
HGF-SCID,XL184+Actemra,#37,-2,21.0
HGF-SCID,XL184+Actemra,#37,1,62.5
HGF-SCID,XL184+Actemra,#37,3,62.5
HGF-SCID,XL184+Actemra,#37,5,82.5
HGF-SCID,XL184+Actemra,#37,8,126.75
HGF-SCID,XL184+Actemra,#37,10,126.75
HGF-SCID,XL184+Actemra,#37,12,136.5
HGF-SCID,XL184+Actemra,#37,15,146.25
HGF-SCID,XL184+Actemra,#37,17,126.0
HGF-SCID,XL184+Actemra,#37,19,107.25
HGF-SCID,XL184+Actemra,#37,22,107.25
HGF-SCID,XL184+Actemra,#37,24,82.5
HGF-SCID,XL184+Actemra,#37,26,75.0
HGF-SCID,XL184+Actemra,#37,29,96.25
HGF-SCID,XL184+Actemra,#37,31,89.375
HGF-SCID,XL184+Actemra,#37,33,68.75
HGF-SCID,XL184+Actemra,#37,36,81.25
HGF-SCID,XL184+Actemra,#37,38,60.0
HGF-SCID,XL184+Actemra,#37,40,49.5
HGF-SCID,XL184+Actemra,#37,43,60.0
HGF-SCID,Actemra,#41,-27,0.0
HGF-SCID,Actemra,#41,-25,0.0
HGF-SCID,Actemra,#41,-23,0.0
HGF-SCID,Actemra,#41,-20,0.0
HGF-SCID,Actemra,#41,-18,9.0
HGF-SCID,Actemra,#41,-16,9.0
HGF-SCID,Actemra,#41,-13,10.5
HGF-SCID,Actemra,#41,-6,27.0
HGF-SCID,Actemra,#41,-4,45.0
HGF-SCID,Actemra,#41,-2,45.0
HGF-SCID,Actemra,#41,1,61.875
HGF-SCID,Actemra,#41,3,68.75
HGF-SCID,Actemra,#41,5,68.75
HGF-SCID,Actemra,#41,8,99.0
HGF-SCID,Actemra,#41,10,99.0
HGF-SCID,Actemra,#41,12,108.0
HGF-SCID,Actemra,#41,15,182.0
HGF-SCID,Actemra,#41,17,234.0
HGF-SCID,Actemra,#41,19,283.5
HGF-SCID,Actemra,#41,22,332.5
HGF-SCID,Actemra,#41,24,365.75
HGF-SCID,Actemra,#41,26,456.0
HGF-SCID,Actemra,#41,29,450.0
HGF-SCID,Actemra,#41,31,693.0
HGF-SCID,Actemra,#41,33,798.0
HGF-SCID,Actemra,#41,36,926.25
HGF-SCID,Actemra,#41,38,998.4
HGF-SCID,Actemra,#41,40,1232.5
HGF-SCID,Actemra,#41,43,NA
HGF-SCID,Vehicle,#36,-27,0.0
HGF-SCID,Vehicle,#36,-25,0.0
HGF-SCID,Vehicle,#36,-23,0.0
HGF-SCID,Vehicle,#36,-20,0.0
HGF-SCID,Vehicle,#36,-18,9.0
HGF-SCID,Vehicle,#36,-16,9.0
HGF-SCID,Vehicle,#36,-13,10.5
HGF-SCID,Vehicle,#36,-6,10.5
HGF-SCID,Vehicle,#36,-4,27.0
HGF-SCID,Vehicle,#36,-2,27.0
HGF-SCID,Vehicle,#36,1,45.0
HGF-SCID,Vehicle,#36,3,75.0
HGF-SCID,Vehicle,#36,5,82.5
HGF-SCID,Vehicle,#36,8,90.0
HGF-SCID,Vehicle,#36,10,108.0
HGF-SCID,Vehicle,#36,12,117.0
HGF-SCID,Vehicle,#36,15,157.5
HGF-SCID,Vehicle,#36,17,157.5
HGF-SCID,Vehicle,#36,19,238.0
HGF-SCID,Vehicle,#36,22,315.0
HGF-SCID,Vehicle,#36,24,315.0
HGF-SCID,Vehicle,#36,26,315.0
HGF-SCID,Vehicle,#36,29,371.25
HGF-SCID,Vehicle,#36,31,405.0
HGF-SCID,Vehicle,#36,33,427.5
HGF-SCID,Vehicle,#36,36,504.0
HGF-SCID,Vehicle,#36,38,731.25
HGF-SCID,Vehicle,#36,40,910.0
HGF-SCID,Vehicle,#36,43,1176.0
C3H-SCID,XL184,#3685397068,-29,0.0
C3H-SCID,XL184,#3685397068,-27,0.0
C3H-SCID,XL184,#3685397068,-25,0.0
C3H-SCID,XL184,#3685397068,-22,0.0
C3H-SCID,XL184,#3685397068,-20,0.0
C3H-SCID,XL184,#3685397068,-18,0.0
C3H-SCID,XL184,#3685397068,-15,0.0
C3H-SCID,XL184,#3685397068,-8,18.375
C3H-SCID,XL184,#3685397068,-6,18.375
C3H-SCID,XL184,#3685397068,-4,24.0
C3H-SCID,XL184,#3685397068,-1,36.0
C3H-SCID,XL184,#3685397068,1,36.0
C3H-SCID,XL184,#3685397068,3,36.0
C3H-SCID,XL184,#3685397068,6,55.0
C3H-SCID,XL184,#3685397068,8,68.75
C3H-SCID,XL184,#3685397068,10,117.0
C3H-SCID,XL184,#3685397068,13,117.0
C3H-SCID,XL184,#3685397068,15,117.0
C3H-SCID,XL184,#3685397068,17,117.0
C3H-SCID,XL184,#3685397068,20,117.0
C3H-SCID,XL184,#3685397068,22,126.0
C3H-SCID,XL184,#3685397068,24,126.0
C3H-SCID,XL184,#3685397068,27,126.0
C3H-SCID,XL184,#3685397068,29,97.5
C3H-SCID,XL184,#3685397068,31,107.25
C3H-SCID,XL184,#3685397068,34,135.0
